Nombre;Tipo;RUC;Zona;Direccion;Distrito;Telefono;Lat;Lng
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;Av. Joaquín Madrid N° 235 1er piso, Urb. Las Camelias, San Borja;San Borja;(001) 225-0809;-12.11646;-77.03454
CENTRO ODONTOLOGICO LOS OLIVOS;ODONTOLOGIA;20101547826;LIMA;Cl. Ucayali N° 109, Of. 201, San Miguel;San Miguel;(001) 583-5525,(001) 562-4088;-12.07067;-77.08678
CENTRO ODONTOLOGICO SAN ISIDRO;ODONTOLOGIA;20456410589;LIMA;Av. Angamos Este 2648- Surquillo;Surquillo;(001)449-1006;-12.11246;-77.012167
CENTRO ODONTOLOGICO SAN ISIDRO;ODONTOLOGIA;20456410589;LIMA;Cl. Manuel Bañón Nº236, San Isidro;San Isidro;(001) 221-5853;-12.093778;-77.035859
CLIDENT / PARADENT;ODONTOLOGIA;20538516571;LIMA;Cl. Los Antares 320 Torre A Of. 705 Centro Comercial Nuevo Trigal - Santiago de S;Santiago de Surco;(001) 273-7468;-12.13951;-77.00615
CLINICA DENTAL LAS PALMERAS;ODONTOLOGIA;20470202042;LIMA;AV. JAVIER PRADO OESTE 1465 SAN ISIDRO;San Isidro;2227769;-12.09436;-77.045464
CLINICA DENTAL PASCO;ODONTOLOGIA;20347411745;LIMA;Cl. Van Dyck N° 270, San Borja;San Borja;(001) 436-6686;-12.11646;-77.03454
CLINICA ODONTOLOGICA CANO - ALVAREZ;ODONTOLOGIA;20223140506;LIMA;Av. Reducto N° 900, Miraflores;Miraflores;(001) 445-2656;-12.11646;-77.03454
CORNEJOS DENTAL;ODONTOLOGIA;20268178113;LIMA;Av. Del Pinar 152 Ofic. 407 Urb. Chacarilla;Santiago de Surco;3726566;-12.112039;-76.989225
CROE-CENTRO DE RAHABILITACION ORAL Y ESTETICA;ODONTOLOGIA;20474012086;LIMA;Av. Alfredo Benavides 1579 Dpto. 304, Miraflores;Miraflores;7176990;-12.126224;-77.016503
CROE-CENTRO DE RAHABILITACION ORAL Y ESTETICA;ODONTOLOGIA;20474012086;LIMA;Av. Javier Prado Este 2564 San Borja;San Borja;(001) 436-5220;-12.086485;-76.993521
CROE-CENTRO DE RAHABILITACION ORAL Y ESTETICA;ODONTOLOGIA;20474012086;LIMA;Av. Javier Prado Este 996 San Isidro;San Isidro;(001) 436-5220;-12.091046;-77.024234
CROE-CENTRO DE RAHABILITACION ORAL Y ESTETICA;ODONTOLOGIA;20474012086;LIMA;Av. Del Pinar 136 Int. 404 Urb. Chacarilla;Santiago de Surco;(001) 436-5220;-12.13951;-77.00615
DENTAL CARE-POSITO DEL CARPIO ODONTOLOGÍA;ODONTOLOGIA;20504729576;LIMA;Cl. Manuel A. Fuentes N° 969-San Isidro;San Isidro;(001) 421-0367;-12.11667;-77.05
DENTAL SMILE;ODONTOLOGIA;20512338322;LIMA;AV.JORGE CHAVEZ 115 OFC. 202;Santiago de Surco;01-4459353;-12.13951;-77.00615
DENTAL VILLA ALEGRIA / SERVICIOS INTEGRALES DE SA;ODONTOLOGIA;20555957808;LIMA;AVENIDA SUCRE 538 A;Magdalena;01-2634878;-12.07027;-77.07054
INTEGRADENT;ODONTOLOGIA;20509847968;LIMA;AV. GUARDIA CIVIL 394 URB. CORPAC SAN ISIDRO;San Isidro;(01) 2264160;-12.11667;-77.05
MEDICAL DENT PACIFIC IMPORT;ODONTOLOGIA;20519190258;LIMA;CALLE UCAYALI 164 SAN MIGUEL;San Miguel;4518417;-12.07067;-77.08678
MULTIDENT;ODONTOLOGIA;20137464439;LIMA;Av. La Merced N° 227, Miraflores;Miraflores;3190510;-12.128211;-77.009685
MULTIDENT;ODONTOLOGIA;20137464439;LIMA;Av. San Borja Sur N° 850, San Borja;San Borja;(001) 225-1126;-12.11646;-77.03454
MULTIDENT;ODONTOLOGIA;20137464439;LIMA;Av. Cesar Vallejo N° 1560, Lince;Lince;(001) 470-0585;-12.08783;-77.03269
MULTIDENT;ODONTOLOGIA;20137464439;LIMA;Av. Huaylas N° 714, Of. 208, Chorrillos;Chorrillos;(001) 467-4942;-12.176702;-77.016737
MULTIDENT;ODONTOLOGIA;20137464439;LIMA;Calle Laureano Martinez 160 San Miguel;San Miguel;(001) 263-7878;-12.07067;-77.08678
MULTISONRISAS / DENTAL CONSULTING;ODONTOLOGIA;20600572688;LIMA;Av. Republica de Panamá 6276 -2684;Miraflores;(001) 4444431;-12.129425;-77.018288
MULTISONRISAS / DENTAL CONSULTING;ODONTOLOGIA;20600572688;LIMA;Av. Antunez de Mayolo 836 of 201 2do piso;Los Olivos;(001) 521-6470;-11.85111;-76.39056
ODONTOCENTER;ODONTOLOGIA;20166355703;LIMA;Av. Aramburu 118 Of 6;Miraflores;14229016;-12.103474;-77.030982
ODONTOCENTER;ODONTOLOGIA;20166355703;LIMA;Av. La mar 2348;San Miguel;4527078;-12.0741;-77.086134
ODONTOFRESH;ODONTOLOGIA;20514443450;LIMA;Av.Caminos del Inca N° 1138 , Surco;Santiago de Surco;(001) 263-7388;-12.146206;-76.985469
ODONTOFRESH;ODONTOLOGIA;20514443450;LIMA;Jr. Mariscal Ramon Castilla 806 2do piso;Magdalena;(001) 263-7388;-12.07027;-77.07054
ODONTOPLAN;ODONTOLOGIA;20544528379;LIMA;AV : MARISCAL LA MAR # 662 OFICINA 502 , URB SANTA CRUZ , MIRAFLORES.;Miraflores;2220295;-12.11646;-77.03454
RICARDO ODRIA Y ASOCIADOS;ODONTOLOGIA;20174595977;LIMA;Av. Paseo Parodi N° 386, San Isidro;San Isidro;(001) 442-9695;-12.11667;-77.05
ROVIDENT;ODONTOLOGIA;20506602492;LIMA;AV. PETIT THOUARS 2866 OF. 205 SAN ISIDRO;San Isidro;01-4210948;-12.11667;-77.05
SERVICIO DENTAL - ODONTOVISION;ODONTOLOGIA;20510535597;LIMA;Calle Enrique Blondet 367 Santa Catalina La Victoria;La Victoria;2266265;-12.06913;-77.02059
SONRIE CLINICAS DENTALES;ODONTOLOGIA;20518544111;LIMA;Av. Arenales N| 1912 Piso 5 Dpto 504;Lince;98111150;-12.08783;-77.03269
SONRIE CLINICAS DENTALES;ODONTOLOGIA;20518544111;LIMA;Calle Isidoro Suarez N° 390;San Miguel;4643882;-12.073563;-77.092619
UNIDENT;ODONTOLOGIA;20502664272;LIMA;Cl. Carlos Tenaud Nº 192 Of 205 Urb. Chama, Surco;Santiago de Surco;(001)448-5733;-12.13951;-77.00615
CLINICA ODONTOLOGICA ALVAREZ;ODONTOLOGIA;20601851807;LIMA;Calle 5 N° 111 Piso 2 Dpto 203;San Isidro;988762688;-12.11667;-77.05
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;Av. Caminos del Inca N° 1554;Santiago de Surco;01- 279-1930;-12.113484;-76.992745
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;AVENIDA PETIT THOUARS 3470;San Isidro;4216323;-12.11667;-77.05
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;AVENIDA AV. GUARDIA CHALACA 1362 URB. SANTA MARINA;Callao;01- 4533276;-12.05659;-77.11814
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;AV. JUAN PABLO FERNANDINI N° 1573;Pueblo Libre;3307492;-12.07027;-77.07054
CORNEJOS DENTAL;ODONTOLOGIA;20268178113;LIMA;AVENIDA JOSE GALVEZ BARRENECHEA NÚMERO 765 PISO 4 DEPARTAMENTO 403;San Borja;4387890;-12.11646;-77.03454
CORNEJOS DENTAL;ODONTOLOGIA;20268178113;LIMA;AV ANGAMOS OESTE N° 651 PISO 5 INTERIOR 505;Miraflores;6859895;-12.114089;-77.032816
SALUD Y TECNOLOGIA SALVA S.A.C.;ODONTOLOGIA;20606587032;LIMA;AVENIDA ALFREDO BENAVIDES NÚMERO 1238 PISO 6 DEPARTAMENTO 603 URBA;Miraflores;14037308;-12.11646;-77.03454
GUIDENT;ODONTOLOGIA;20557299212;LIMA;CALLE 01 MANZANA A LOTE 29 URBANIZACIÓN SANTA ROSA V ETAPA;Chorrillos;989644978;-12.17339;-77.00864
DENTILANDIA KIDS;ODONTOLOGIA;20451516117;LIMA;AV. UNIVERSITARIA NORTE 7714 2DO. PISO URB. SAN AGUSTIN;Comas;5363246;-11.97195;-75.25562
CONSULTORIO DENTAL DOCTORES MOLINA - MULTISO;ODONTOLOGIA;10099989071;LIMA;AVENIDA AREQUIPA NÚMERO 240 PISO 3 INTERIOR 302;Cercado de Lima;990386035;-11.85;-76.45
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;AVENIDA ALAMEDA SAN MARCOS NÚMERO 446 URBANIZACIÓN LOS CEDROS DE;Chorrillos;(01) 3033537;-12.17339;-77.00864
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;AVENIDA LA PLAYA PISO 2 MANZANA 05 LOTE 25 URBANIZACION AH LOS LICENCI;Ventanilla;963730853;-11.87243;-77.12687
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;AVENIDA ALFREDO BENAVIDES NUMERO 2027/2031;Miraflores;(01) 682-7169;-12.11646;-77.03454
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;CALLE LAS TIENDAS N°331 DPTO- 101;Surquillo;(51) 1-4401021;-12.12005;-77.01467
CENTRO MEDICO ODONTOLOGICO AMERICANO-COA;ODONTOLOGIA;20112280201;LIMA;AVENIDA LOS JARDINES OESTE NUMERO 498 MANZANA D LOTE 11 URBANIZACIO;San Juan de Lurigancho;01-4216323;-12.01704;-77.00909
CERDENT;ODONTOLOGIA;20296554996;LIMA;Cl. Lord Cochrane N° 240;San Isidro;4216631-4216643-995745154;-12.107735;-77.038385
CERDENT;ODONTOLOGIA;20296554996;LIMA;Av. Javier Prado Este N° 6210 Of. 301;La Molina;6053974-985547175;-12.08333;-76.95
CERDENT;ODONTOLOGIA;20296554996;LIMA;Av. Carlos Izaguirre N° 1122;Los Olivos;4851051-990783330;-11.85111;-76.39056
CERDENT;ODONTOLOGIA;20296554996;LIMA;Av. Parque de las Leyendas  210 of 402A;San Miguel;7649156-939537102;-12.07067;-77.08678
CERDENT;ODONTOLOGIA;20296554996;LIMA;Av.SAN BORJA SUR No 781 PISO 2 MANZANA K-13 LOTE 14 URB. SAN BORJA SUR;San Borja;4153469-939537102;-12.11646;-77.03454
CERDENT;ODONTOLOGIA;20296554996;LIMA;AV. General Cesar Canevaro N°116   3erpiso  of 301;Lince;2725390-938952568;-12.08783;-77.03269
CERDENT;ODONTOLOGIA;20296554996;LIMA;Av. Benavides N° 1555, Int. 303;Miraflores;2436468-4461447-946283334;-12.11646;-77.03454
CLINICA ESPECIALIZADA SANTA LUCIA;CLINICA_GENERAL;20528497994;LORETO;CALLE SAN MARTIN 144 IQUITOS, MAYNAS;Iquitos;065-235648;-3.7548553395307334;-73.24649600966934
BM CLINICA ESPECIALIDADES MEDICAS - MENDOZA;CLINICA_GENERAL;20480657323;LAMBAYEQUE;Av. Sesquicentenario N° 416 Urb. Santa Victoria;Chiclayo;074-226136;-11.126515711011796;-75.36262847182367
AUNA - CENTRO MEDICO MONTEVERDE (POLICLINICO;CLINICA_GENERAL;20102756364;PIURA;Jr. Huancavelica N°1015, Urb. 4 De Enero Mz. D, Lote 16;Piura;(073) 607651;-5.195479601373229;-80.6312478934492
CENTRO MEDICO CIMA;CLINICA_GENERAL;20510012900;CUSCO;Av. Pardo N° 978, Cusco;Cusco;(084) 25-5550;-13.524842693020966;-71.97406304244629
CENTRO MEDICO DIVINO NIÑO - MOLLENDO;CLINICA_GENERAL;20456195912;AREQUIPA;Prolongación Mariscal Castilla Mz D Lt 1 Urb. Alto San Martin - Mollendo;Arequipa;054-535652;-17.008443830365692;-72.0027695280809
CENTRO MEDICO EL MILAGRO;CLINICA_GENERAL;20360159770;JUNIN;Av. Juan Santos Atahualpa Mz. I Lt. 5, El Milagro San Ramón;Chanchamayo;(064) 331279;-11.126526238160722;-75.36270357366993
CENTRO MEDICO MONTE CARMELO;CLINICA_GENERAL;20163652201;AREQUIPA;Cl. Francisco Gomez De La Torre 119, Urb.La Victoria;Arequipa;(054) 23-1444,(054) 28-7048;-16.401670901021028;-71.52168261232168
CENTRO MEDICO QUIRURGICO JUAN PABLO II;CLINICA_GENERAL;20393857677;UCAYALI;Av. Saens Peña 166;Pucallpa;061-572854;-8.381627729455442;-74.53760325461332
CENTRO MEDICO SAN PEDRO;CLINICA_GENERAL;20410820898;TACNA;Cl. Arica N° 246 Tacna;Tacna;(052) 42-6700;-18.017918662376093;-70.24916354907249
CENTRO MEDICO ZELADA & ASOCIADOS;CLINICA_GENERAL;20393668432;UCAYALI;Pj. Rafael De Souza 100A;Pucallpa;061-595296;-8.381076943418043;-74.5371413527698
CLINICA ADVENTISTA ANA STAHL;CLINICA_GENERAL;20227729709;LORETO;Av. La Marina N° 285, Iquitos;Iquitos;(065) 25-2535;-3.738516657971798;-73.2407606043495
CLINICA AMERICANA;CLINICA_GENERAL;20321856145;PUNO;Jr. Loreto N° 315, Juliaca;Juliaca;(051) 32-1369;-15.497583573746724;-70.13172746817493
CLINICA AMAZONICA;CLINICA_GENERAL;20393276194;UCAYALI;Av. Saens Peña 421 Callería;Pucallpa;(061) - 603877 - 603876;-8.378815871903402;-74.53615780871478
CLINICA AMERICANA SERFARMED;CLINICA_GENERAL;20351977290;UCAYALI;Av. Saens Peña 165;Pucallpa;061-579327;-8.381083857664656;-74.53772121044257
CLINICA AREQUIPA;CLINICA_GENERAL;20100207941;AREQUIPA;Esq. Puente Grau y Av. Bolognesi s/n, Arequipa;Arequipa;(054) 59-9000;-16.392038330718048;-71.53916313744061
CLINICA BELEN - JUAN PABLO II;CLINICA_GENERAL;20445657221;ANCASH;Jr. Villavicencio 376;Chimbote;043-347368;-9.08528;-78.57833
AUNA - CLINICA CAMINO REAL;CLINICA_GENERAL;20546292658;LA LIBERTAD;Jr. Bolognesi  Nº 565, Trujillo;Trujillo;980710994;-8.113894035664737;-79.02832028900114
CLINICA CAYETANO HEREDIA;CLINICA_GENERAL;20485947273;JUNIN;Avenida Huancavelica N° 745 El Tambo;Huancayo;(064) 24-7087;-11.95199619508362;-75.13248355259472
SANNA - Clínica Del Sur;CLINICA_GENERAL;20507264108;AREQUIPA;Av. Bolognesi N° 134, Yanahuara;Arequipa;(054) 749100;-16.389561514491124;-71.53752610223988
CLINICA DE LA FAMILIA;CLINICA_GENERAL;20525350429;TUMBES;Calle Agricultura Mz 0 Lote B;Tumbes;(072) 52-1251;-3.556502593762683;-80.44978604481541
AUNA - CLINICA VALLESUR;CLINICA_GENERAL;20454135432;AREQUIPA;Av. La salle Nº 116 - Cercado - Arequipa;Arequipa;(054)749300;-16.400940631640893;-71.5245923104277
CLINICA DEL PACIFICO;CLINICA_GENERAL;20103269319;LAMBAYEQUE;Av. Jose Leonardo Ortiz N° 420 Chiclayo;Chiclayo;(074) 23-2141,(074) 23-6378;-6.773903188547963;-79.84454578511482
HOGAR CLINICA SAN JUAN DE DIOS;CLINICA_GENERAL;20162580672;AREQUIPA;Av. Ejercito N° 1020, Cayma;Arequipa;(054) 38-2400;-16.299621213558822;-71.142984409103
AUNA CLINICA MIRAFLORES;CLINICA_GENERAL;20102756364;PIURA;Cl. Las Dalias Manzana A, Lote 12, Urb. Miraflores Castilla;Piura;(073) 34-3037;-5.194277167467538;-80.62193980250527
AUNA CLINICA MIRAFLORES;CLINICA_GENERAL;20102756364;PIURA;Cl. Las Dalias Manzana A, Lote 12, Urb. Miraflores Castilla;Piura;(073) 34-3037;-5.194277167467538;-80.62193980250527
CLINICA ESPECIALIZADA SARGENTO LORES;CLINICA_GENERAL;20187041458;LORETO;Cl. Sargento Lores N° 425 - 429 Iquitos;Iquitos;(065) 24-2680;-3.7497428944038007;-73.24626872210665
CLINICA GASTROSALUD;CLINICA_GENERAL;20480366434;LAMBAYEQUE;Cl.  Alfonso Ugarte N° 660, Chiclayo;Chiclayo;(074) 222575;-6.7721077522443585;-79.84047563373714
"POLICLINICO CARRION (CENTRO MEDICO DANIEL
ALCIDES CARRION)";CLINICA_GENERAL;20498299653;AREQUIPA;Cl. Clorinda Matto de Turner 116, Pablo VI;Arequipa;(054) 20-6171;-9.5267458061428;-77.52192946440306
CLINICA GINMEDIC;CLINICA_GENERAL;20530793771;ANCASH;PASAJE ANTONIO RAIMONDI Nº 132 BARRIO SAN FRANCISCO;Huaraz;043-421166;-9.5267458061428;-77.52192946440306
CLINICA HUANUCO;CLINICA_GENERAL;20228715523;HUANUCO;Jr. Constitución N° 980, Huanuco;Huanuco;(062) 51-4026;-9.929059986760665;-76.23418331837648
SAN PABLO - CLINICA LA MERCED;CLINICA_GENERAL;20544206410;LA LIBERTAD;Av. Husares de Junin 690 Urb. La Meced;Trujillo;(044) 485244;-8.121819560431517;-79.03343674909574
POLICLINICO GARCIA BRAGAGNINI;CLINICA_GENERAL;20369796314;AREQUIPA;Av. Trinidad Moran J-2, Urb. Leon XIII, Cayma;Arequipa;(054) 27-2422;-16.3917317304184;-71.54782106996305
CLINICA DANIEL A. CARRION;CLINICA_GENERAL;20310529126;ICA;Av. San Idelfonso N° 226 - Jr. Lima #566 Chincha Alta;Chincha;(056) 26-2667;-13.423633721282075;-76.1338299086155
CLINICA LIMATAMBO CAJAMARCA-CEMELIM;CLINICA_GENERAL;20113711834;CAJAMARCA;Jr. Puno N° 265, Cajamarca;Cajamarca;(076) 36-4241;-7.15073795123041;-78.52173364087388
CLINICA ORTEGA;CLINICA_GENERAL;20130297685;JUNIN;Av. Daniel Alcides Carrion N° 1124 Huancayo;Huancayo;(064) 23-5430;-12.07062711726042;-75.21540038956778
CLINICA PARDO;CLINICA_GENERAL;20114868192;CUSCO;Av. De la Cultura N° 710, Cusco;Cusco;(084) 256976;-13.521709734021501;-71.96516856994796
CLINICA PERUANO AMERICANA;CLINICA_GENERAL;20131914416;LA LIBERTAD;Av. Mansiche N° 810 Trujillo;Trujillo;(044) 242400;-8.103794761304101;-79.03617368351091
CLINICA PROMEDIC;CLINICA_GENERAL;20226013696;TACNA;Cl. Blondell N° 425 Tacna;Tacna;(052) 24-2414;-18.01696535928259;-70.25626331003437
CLINICA ROBLES;CLINICA_GENERAL;20282804329;ANCASH;Jr. Manuel Villavicencio N° 512 Chimbote;Chimbote;(043) 32-2453;-9.072929381023568;-78.59162306629999
CLINICA SAN ANTONIO;CLINICA_GENERAL;20481701709;LA LIBERTAD;Av. Victor Larco N° 630, Urb. San Andres, Trujillo;Trujillo;(044) 20-2597;-8.120187023533349;-79.03489678900662
CLINICA SAN GABRIEL ARCANGEL;CLINICA_GENERAL;20573155719;HUANUCO;Jr. Dos de Mayo 1779;Huanuco;62519455;-9.923006501472049;-76.23617077368685
CLINICA SAN JUAN;CLINICA_GENERAL;20451400241;LORETO;Cl. Ricardo Palma N° 838, Iquitos;Iquitos;(065)222477;-3.750609664859575;-73.25154478343158
CLINICA SAN LORENZO;CLINICA_GENERAL;20495666973;CAJAMARCA;AV. SAN MARTIN DE PORRES N° 546;Cajamarca;76340201;-7.1664214948107565;-78.5048651699528
CLINICA SAN MARTIN-SERVICIOS MEDICOS LIONEL FLO;CLINICA_GENERAL;20104124802;SAN MARTIN;Jr. San Martin N°274, Tarapoto;Tarapoto;(042) 52-7860;-6.48632717733125;-76.36053828958765
CLINICA SAN PABLO;CLINICA_GENERAL;20107463705;ANCASH;Jr. Huaylas N° 172 Independencia Huaraz;Huaraz;(043) 42-88-11;-9.518398413248027;-77.53063093317324
CLINICA SAN PEDRO;CLINICA_GENERAL;20445226590;ANCASH;Jr. Manuel Villavicencio N° 479 - 481 Chimbote;Chimbote;(043) 32-1930;-9.073441764993717;-78.59192859325823
CLINICA DE LOS VASQUEZ;CLINICA_GENERAL;20540724220;ICA;Calle Lima 703 Chincha Alta;Chincha;997073136;-13.425559594156061;-76.13494709091519
SANNA - Clínica Sanchez Ferrer;CLINICA_GENERAL;20136096592;LA LIBERTAD;Cl. Los Laureles N° 436, Urb. California Victor Larco Herrera;Trujillo;(044) 749100;-8.129903547893699;-79.03890024298826
GRUPO CARITA FELIZ;CLINICA_GENERAL;20483432951;PIURA;Jr. Huancavelica N° 925-1039, Urb. 04 De Enero, Piura;Piura;(073) 323017;-5.195877706754467;-80.63142066627258
CLINICA SANTO DOMINGO;CLINICA_GENERAL;20401882741;JUNIN;Av. Francisco Solano N° 274, Urb. San Carlos Huancayo;Huancayo;(064) 23-4012;-12.060623711775806;-75.20420139269781
CLINICA GAXAY;CLINICA_GENERAL;20534952067;ICA;AVENIDA AMERICA MZ B LT 03 CHINCHA ALTA;Chincha;056-267606;-13.42494927200963;-76.1316864141392
CLINICA LAS AMERICAS - ECOLABS;CLINICA_GENERAL;20494276462;ICA;AV. LAS AMERICAS N° 901, URB. LOS BANCARIOS D-32 PISCO;Pisco;056-532679;-13.716709825839981;-76.20864152021727
CLINICA LAS CONDES;CLINICA_GENERAL;20534214317;ICA;Av. Conde De Nieva N° 360, Urb. Luren Ica;Ica;(056) 21-4149;-14.079763415283555;-75.72352003449805
SANNA - Clínica Belén;CLINICA_GENERAL;20507264108;PIURA;Av.  San Cristobal N° 267 Urb. EL Chipe - Piura;Piura;(073) 28-5960;-5.1854917618309;-80.62728311601897
CLINICA J & C INMACULADA CONCEPCION;CLINICA_GENERAL;20526375468;PIURA;Av. Jose de Lama N° 1011 Urb. Santa Rosa, Sullana;Sullana;(073) 50-4898;-4.900607318114279;-80.69434569137984
CLINICA OLGUIN E.I.R.L;CLINICA_GENERAL;20484289167;PIURA;CALLE SUCRE Nº 1300 SULLANA;Sullana;073-416213;-4.897224854979436;-80.69448343746181
"CORPORACION ROCA PERU (MEDICENTRO TOURIST
HEALTH)";CLINICA_GENERAL;20447676606;PUNO;Jr. Moquegua Nº 191 Puno;Puno;(051)36-5909;-12.053689923757522;-75.22513086576141
COSET MEDICA;CLINICA_GENERAL;20568404352;JUNIN;JR. HUAYTAPALLANA NRO. 125 (OVALO DE JULIO SUMAR) JUNIN - HUANCAYO - E;Huancayo;064-248525;-12.053689923757522;-75.22513086576141
CLINICA SANTA ROSA DE SULLANA;CLINICA_GENERAL;20526109237;PIURA;AVENIDA PANAMERICANA Nº 332 URBANIZACIÓN SANTA ROSA;Sullana;073-505870;-4.900491103839215;-80.69743149086794
CLINICA VIRGEN DEL PILAR;CLINICA_GENERAL;20102982020;PIURA;Cl. Bolivar N° 285 Sullana;Sullana;(073) 50-2278;-4.891127473986454;-80.68868072892978
EPSS EL NAZARENO;CLINICA_GENERAL;20323231118;AYACUCHO;Jr. Quinua N° 428 Ayacucho;Ayacucho;(066) 31-4517;-13.154928281432873;-74.22295035055943
ESMEDIC-ESPECIALISTAS MEDICOS;CLINICA_GENERAL;20393094592;UCAYALI;Jr. Progreso N° 465 Calleria;Pucallpa;(061) 575141;-8.381688172183598;-74.5335299644742
HOSPITAL PRIVADO DEL PERU;CLINICA_GENERAL;20525758428;PIURA;Km. 5 Carretera Piura -Fundo Puyuntala Catacaos;CATACAOS;(073) 285570;-5.245529525366309;-80.65208621415357
CENTRO MEDICO BELEN-EL ALTO;CLINICA_GENERAL;20525268170;PIURA;Cl. Plaza de Armas S/N Talara;Talara;(073) 256466;-4.268303912000286;-81.21999723376449
CLINICA TORRES;CLINICA_GENERAL;20440936424;PIURA;Av. A N° 98, 2do. Piso Pariñas talara;Talara;(073) 38-1967,(073) 38-6307;-4.2682397175165185;-81.22056586203401
GRUPO PERUANO SUIZA;CLINICA_GENERAL;20564291669;CUSCO;AVENIDA PERÚ K-3, URB. QUISPICANCHI;Cusco;084-237168;-13.525414498677662;-71.96642637950787
CLINICA SAN VICENTE;CLINICA_GENERAL;20495176615;ICA;Av. Los Maestros N° 422 Urb. San Jose;Ica;056-227263;-14.070267647162654;-75.73866011414195
HOGAR CLINICA SAN JUAN DE DIOS IQUITOS;CLINICA_GENERAL;20451029046;LORETO;Carretera Iquitos Nauta Km. 2.8, San Juan Bautista;Iquitos;(065) 606-689;-3.8032885167064676;-73.31176717125496
HOSP. DE APOYO VICTOR RAMOS GUARDIA;CLINICA_GENERAL;20196425005;ANCASH;Av. Luzuriaga S/N Huaraz;Huaraz;(043) 427508;-9.534427113093454;-77.52925216940253
HOSPITAL DE CLINICAS LAMBAYEQUE (Ex Hospital de C;CLINICA_GENERAL;20601975361;LAMBAYEQUE;Cl. Francisco Cabrera N° 611, Chiclayo;Chiclayo;(074) 221-111;-6.773861390893642;-79.8377564411119
HOSPITAL METROPOLITANO;CLINICA_GENERAL;20394723259;LAMBAYEQUE;Cl. Manuel Maria Izaga N° 154, Chiclayo;Chiclayo;(074) 272828;-6.7730567525101115;-79.84315552718694
CLINICA TRESA;CLINICA_GENERAL;20316068708;PIURA;Av. A N° 108 - 110;Talara;(073) 38-2213;-4.578386905702893;-81.27493545535759
HOSPITAL PRIVADO JUAN PABLO II;CLINICA_GENERAL;20480082673;LAMBAYEQUE;Av. Grau N° 1461, Chiclayo;Chiclayo;(074) 22-6070,(074) 22-6108;-6.789945156979327;-79.84607417790852
HOSPITAL SANTA ROSA;CLINICA_GENERAL;20350526073;MADRE DE DIOS;JR. CAJAMARCA 171TAMBOPATA PUERTO MALDONADO;Puerto Maldonado;082-571046;-12.600321913672193;-69.18259544770179
INVERSIONES MEDICAS GALENO-SAN PEDRO;CLINICA_GENERAL;20230608688;LIMA;Av. Echenique 641, Huacho;Huacho;(001) 232-4841;-11.111511339786562;-77.60959703689248
MACSALUD CUSCO;CLINICA_GENERAL;20527956057;CUSCO;Av. La Cultura N° 1410, Cusco;Cusco;(084) 58-2060;-13.524738361643768;-71.9547450853128
MAGOL-CLINICA GONZALES;CLINICA_GENERAL;20489301823;PASCO;Av. Daniel Alcides Carrion N° 099, San Juan Pampa Yanacancha;Pasco;(063) 42-1515;-10.062109835448222;-74.9355015809093
MARIA BELEN;CLINICA_GENERAL;20453728120;CAJAMARCA;MZ. G LOTE 13 URB. HORACIO ZEVALLOS  CAJAMARCA;Cajamarca;076-341992;-7.150010182746812;-78.50484006997807
MEDES;CLINICA_GENERAL;20496175698;CAJAMARCA;JR. CASUARINAS 632 URB. EL INGENIO;Cajamarca;076-344640;-7.149570582575069;-78.51440311043167
MEDISALUD GROUP SRL (ex CARDIOMEDIC);CLINICA_GENERAL;20495684017;CAJAMARCA;JIRÓN LOS FRESNOS 231 / URBANIZACIÓN EL INGENIO;Cajamarca;076-341655;-7.148727254803108;-78.51477439143193
NATCLAR;CLINICA_GENERAL;20431080002;PASCO;Av. El Minero s/n, Sector 1, Mz 5, Lt.1, AA.HH Columna Pasco;Pasco;(063) 422-886;-10.670612120444666;-76.25040127180927
DR. JORGE MADRID ORTIZ;CLINICA_GENERAL;10038254192;PIURA;Urb. Los Pinos H-15;Talara;(073) 38-1434;-14.068804750876234;-75.72852726441059
CLINICA SEÑOR DE LUREN;CLINICA_GENERAL;20494306043;ICA;Av San Martin N 536 Ica;Ica;(056)211- 989;-14.068804750876234;-75.72852726441059
CLINICA TATAJE;CLINICA_GENERAL;20534588152;ICA;Av. Conde De Nieva N° 355, Urb. Luren  Ica;Ica;(056) 21-8471;-14.07320118414525;-75.72429637925524
POLICLINICO CONDE DE NIEVA;CLINICA_GENERAL;20534760664;ICA;AV. CONDE DE NIEVA Nº 537, URB. LUREN;Ica;056-600729;-14.075230692427004;-75.72367940249163
